title,F,M
Roustabout (1964),2.4166666666666665,2.590909090909091
Ruby in Paradise (1993),3.7560975609756095,3.6052631578947367
Rudy (1993),3.5533980582524274,3.632707774798928
"Rugrats Movie, The (1998)",3.1041666666666665,2.6129032258064515
Rules of Engagement (2000),3.317073170731707,3.3550295857988166
"Ruling Class, The (1972)",3.8260869565217392,3.9315068493150687
Rumble in the Bronx (1995),3.4857142857142858,3.438
Run Lola Run (Lola rennt) (1998),4.324626865671642,4.191542288557214
"Run Silent, Run Deep (1958)",4.125,3.98469387755102
"Run of the Country, The (1995)",,3.5
Runaway (1984),3.0,2.9360000000000004
Runaway Bride (1999),3.2924187725631766,2.991957104557641
Runaway Train (1985),2.9565217391304346,3.4831460674157304
Running Free (2000),,4.0
"Running Man, The (1987)",3.098765432098765,3.2110939907550087
Running Scared (1986),3.3846153846153846,3.381818181818182
Rush Hour (1998),3.6310679611650487,3.553435114503817
Rushmore (1998),3.7571428571428567,3.8659574468085114
Ruthless People (1986),3.4878048780487805,3.4517045454545454
S.F.W. (1994),3.0,2.4
SLC Punk! (1998),3.611111111111111,3.6213592233009715
Sabotage (1936),3.125,3.804347826086957
Saboteur (1942),3.9444444444444446,3.788732394366197
Sabrina (1954),4.1398963730569935,3.767441860465116
Sabrina (1995),3.5882352941176467,3.2677165354330713
Sacco and Vanzetti (Sacco e Vanzetti) (1971),,4.0
Safe (1995),3.6428571428571432,3.7916666666666665
Safe Men (1998),3.5,3.263157894736842
Safe Passage (1994),3.2307692307692313,3.5
"Saint of Fort Washington, The (1993)",3.111111111111111,3.25
"Saint, The (1997)",3.265625,3.177011494252873
"Saltmen of Tibet, The (1997)",5.0,3.571428571428572
Saludos Amigos (1943),3.333333333333333,3.0
"Sandpiper, The (1965)",2.9,3.391304347826087
Sanjuro (1962),4.375,4.639344262295082
Santa Claus: The Movie (1985),3.0545454545454547,2.5416666666666665
"Santa Clause, The (1994)",3.333333333333333,3.1327433628318584
Santa Fe Trail (1940),3.6,3.263157894736842
Santa with Muscles (1996),1.0,1.0
Santitos (1997),4.0,3.5
Sarafina! (1992),3.3157894736842106,3.071428571428572
"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",3.6666666666666665,3.125
Saturn 3 (1979),2.333333333333333,2.448818897637796
"Savage Nights (Nuits fauves, Les) (1992)",4.0,2.2857142857142856
Saving Grace (2000),3.805970149253731,3.6722689075630246
Saving Private Ryan (1998),4.114782608695652,4.398941289701637
Savior (1998),3.0,4.333333333333333
Say Anything... (1989),4.129449838187703,3.960330578512397
"Scarlet Letter, The (1926)",3.533333333333333,3.0454545454545454
"Scarlet Letter, The (1995)",2.76,2.32
Scary Movie (2000),2.8028169014084505,3.0743099787685777
Scent of a Woman (1992),3.5497076023391814,3.7864583333333335
Schindler's List (1993),4.56260162601626,4.491415038484309
Schizopolis (1996),3.9,3.7948717948717943
Schlafes Bruder (Brother of Sleep) (1995),,5.0
School Daze (1988),3.333333333333333,2.8135593220338984
"School of Flesh, The (L' École de la chair) (1998)",3.5,2.6875
"Scorta, La (1993)",,2.0
"Scout, The (1994)",2.363636363636364,2.543859649122807
Scream (1996),3.5294117647058822,3.5894428152492672
Scream 2 (1997),3.0769230769230766,2.9458689458689458
Scream 3 (2000),2.803030303030303,2.7123595505617977
Screamers (1995),2.4,2.911392405063291
Screwed (2000),2.75,2.5
Scrooged (1988),3.504672897196261,3.471882640586797
"Sea Wolves, The (1980)",4.0,3.8
"Search for One-eye Jimmy, The (1996)",,2.4
"Searchers, The (1956)",4.171428571428572,4.071428571428571
Searching for Bobby Fischer (1993),3.9832402234636874,3.975970425138632
Second Best (1994),,3.5
"Second Jungle Book: Mowgli & Baloo, The (1997)",3.0,1.4
"Secret Adventures of Tom Thumb, The (1993)",3.5,2.6666666666666665
Secret Agent (1936),2.5,3.8
"Secret Agent, The (1996)",2.0,3.25
"Secret Garden, The (1993)",3.9112426035502965,3.6272189349112423
"Secret of NIMH, The (1982)",3.783132530120482,3.870629370629371
"Secret of Roan Inish, The (1994)",3.8947368421052633,3.8225806451612905
Secrets & Lies (1996),4.0146341463414625,4.055762081784387
See the Sea (Regarde la mer) (1997),3.5,3.2
Selena (1997),3.147058823529412,3.0106382978723403
Sense and Sensibility (1995),4.233333333333333,3.819277108433735
Senseless (1998),2.5,2.8222222222222224
"Separation, The (La Séparation) (1994)",4.0,2.0
Serial Mom (1994),3.1047619047619053,3.0281690140845066
Serpico (1973),3.98936170212766,3.9800498753117206
Sesame Street Presents Follow That Bird (1985),3.2972972972972974,3.0
Set It Off (1996),3.45,2.8904109589041096
Seven (Se7en) (1995),4.0,4.138285714285714
Seven Beauties (Pasqualino Settebellezze) (1976),3.5263157894736836,3.931034482758621
Seven Chances (1925),4.5,3.6666666666666665
Seven Days in May (1964),4.083333333333333,4.283687943262412
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4.481132075471698,4.576628352490421
Seven Years in Tibet (1997),3.4019607843137254,3.4384615384615387
Seventh Heaven (Le Septième ciel) (1997),3.0,2.2
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.0,4.296137339055794
"Seventh Sign, The (1988)",3.276595744680851,3.0390625
"Sex, Lies, and Videotape (1989)",3.622857142857143,3.609819121447028
Sgt. Bilko (1996),2.888888888888889,2.4918032786885247
Shadow Conspiracy (1997),2.333333333333333,2.8125
Shadow of a Doubt (1943),4.352112676056338,4.234567901234568
"Shadow, The (1994)",2.5454545454545454,2.7569060773480665
Shadowlands (1993),3.9385964912280698,3.767441860465116
Shadows (Cienie) (1988),,1.0
Shadrach (1998),3.0,3.4
Shaft (1971),3.2424242424242418,3.4444444444444446
Shaft (2000),3.25974025974026,3.2383720930232562
Shaft in Africa (1973),1.75,2.72
Shaft's Big Score! (1972),2.6,2.743589743589744
"Shaggy D.A., The (1976)",3.0689655172413794,2.9404761904761907
"Shaggy Dog, The (1959)",3.4473684210526314,3.1440677966101696
Shakes the Clown (1991),3.333333333333333,2.875
Shakespeare in Love (1998),4.181704260651629,4.099936346276257
Shall We Dance? (1937),4.30379746835443,4.052083333333333
Shall We Dance? (Shall We Dansu?) (1996),4.087248322147651,4.174129353233831
Shallow Grave (1994),3.8904109589041096,3.895
Shampoo (1975),3.147727272727273,3.281081081081081
Shane (1953),3.7142857142857135,3.867469879518072
Shanghai Noon (2000),3.634146341463415,3.6602870813397126
Shanghai Surprise (1986),1.8,1.608695652173913
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.875,3.5862068965517233
Shattered Image (1998),2.333333333333333,3.2222222222222223
"Shawshank Redemption, The (1994)",4.539074960127592,4.560625
She's All That (1999),3.1497005988023954,2.983539094650206
She's Gotta Have It (1986),3.5192307692307687,3.3607594936708862
She's So Lovely (1997),2.6666666666666665,3.0
She's the One (1996),2.8131868131868134,3.084507042253522
She-Devil (1989),2.0588235294117645,1.8773584905660377
"Sheltering Sky, The (1990)",2.764705882352941,2.977272727272727
Shiloh (1997),3.4705882352941178,3.2
Shine (1996),3.845771144278607,3.7838616714697406
"Shining, The (1980)",4.02092050209205,4.128537735849057
"Shooter, The (1995)",2.0,3.0
Shooting Fish (1997),3.5,3.583333333333333
"Shop Around the Corner, The (1940)",4.102803738317757,3.9696969696969697
Shopping (1994),2.0,2.0
Short Cuts (1993),3.9615384615384617,3.7668161434977585
"Show, The (1995)",2.0,4.0
Shower (Xizhao) (1999),3.95,3.8139534883720936
Showgirls (1995),1.709090909090909,2.1666666666666665
Sid and Nancy (1986),3.6288659793814433,3.5169082125603865
"Siege, The (1998)",2.9661016949152543,3.1529051987767582
"Silence of the Lambs, The (1991)",4.271954674220964,4.381944444444445
"Silence of the Palace, The (Saimt el Qusur) (1994)",1.0,
Silent Fall (1994),2.8571428571428568,3.2307692307692313
Simon Birch (1998),3.661290322580645,3.585714285714286
Simon Sez (1999),,2.25
Simpatico (1999),3.0,2.3125
"Simple Plan, A (1998)",3.6623376623376624,3.774957698815567
"Simple Twist of Fate, A (1994)",3.0,3.225
"Simple Wish, A (1997)",3.0909090909090913,2.5625
Simply Irresistible (1999),2.5,2.8767123287671232
Sinbad and the Eye of the Tiger (1977),2.8666666666666667,3.3406593406593412
Singin' in the Rain (1952),4.333333333333333,4.251101321585903
"Single Girl, A (La Fille Seule) (1995)",3.1666666666666665,3.5454545454545454
Single White Female (1992),3.234042553191489,3.072674418604651
Singles (1992),3.605442176870748,3.418439716312057
Sirens (1994),3.018181818181818,3.0986842105263164
Sister Act (1992),3.3842794759825328,3.054919908466819
Sister Act 2: Back in the Habit (1993),2.7419354838709675,2.45
Six Days Seven Nights (1998),2.8954248366013067,2.918238993710692
Six Degrees of Separation (1993),3.8070175438596485,3.830845771144279
Six Ways to Sunday (1997),4.0,3.0
Six of a Kind (1934),,2.1666666666666665
Six-String Samurai (1998),2.5,3.4761904761904763
Sixteen Candles (1984),3.923809523809524,3.622789783889981
"Sixth Man, The (1997)",1.0,2.647058823529412
"Sixth Sense, The (1999)",4.477409638554216,4.379944289693594
Skipped Parts (2000),5.0,4.0
"Skulls, The (2000)",3.053333333333333,2.62114537444934
Slam (1998),4.0,3.071428571428572
Slappy and the Stinkers (1998),3.0,
Slaughterhouse (1987),,1.5
Slaughterhouse 2 (1988),1.0,1.2
Slaves to the Underground (1997),3.0,4.0
Sleepaway Camp (1983),2.8571428571428568,2.565217391304348
Sleeper (1973),4.034722222222221,3.966666666666667
Sleepers (1996),3.5612244897959178,3.5471014492753623
Sleeping Beauty (1959),3.9375,3.573667711598746
Sleepless in Seattle (1993),3.949333333333333,3.6448445171849437
Sleepover (1995),,1.0
Sleepwalkers (1992),2.2857142857142856,2.4130434782608696
Sleepy Hollow (1999),3.501818181818182,3.5221238938053103
Sliding Doors (1998),3.823809523809524,3.763779527559055
Sling Blade (1996),4.245033112582782,4.195428571428572
"Slingshot, The (Kådisbellan ) (1993)",4.0,3.0526315789473686
"Slipper and the Rose, The (1976)",3.7777777777777777,3.4166666666666665
Sliver (1993),2.025641025641025,2.276923076923077
"Slumber Party Massacre II, The (1987)",1.0,2.1904761904761907
"Slumber Party Massacre III, The (1990)",1.0,2.0
"Slumber Party Massacre, The (1982)",1.0,2.136363636363636
"Slums of Beverly Hills, The (1998)",3.5875,3.1978609625668453
Small Faces (1995),,2.0
Small Soldiers (1998),2.611940298507463,2.855218855218855
Small Time Crooks (2000),3.396039603960397,3.361940298507463
Small Wonders (1996),3.333333333333333,5.0
Smashing Time (1967),,5.0
"Smile Like Yours, A (1997)",2.0,2.6923076923076925
Smiling Fish and Goat on Fire (1999),2.9,3.5
Smilla's Sense of Snow (1997),3.411111111111111,3.2114285714285717
Smoke (1995),3.771929824561404,3.75
Smoke Signals (1998),3.9280575539568345,3.738197424892704
Smoking/No Smoking (1993),4.0,
Snake Eyes (1998),2.919191919191919,2.7020202020202015
Sneakers (1992),3.6753926701570685,3.738888888888889
Snow Day (2000),2.4545454545454546,2.1235955056179776
Snow Falling on Cedars (1999),3.4820143884892087,3.3745173745173744
Snow White and the Seven Dwarfs (1937),3.876494023904383,3.830078125
Snowriders (1996),,2.5
"Snows of Kilimanjaro, The (1952)",3.0,3.333333333333333
So Dear to My Heart (1949),4.2,2.6666666666666665
So I Married an Axe Murderer (1993),3.4095744680851063,3.3744939271255063
Soapdish (1991),3.27972027972028,3.1981981981981984
Soft Fruit (1999),4.25,4.4
Soft Toilet Seats (1999),3.0,
Solar Crisis (1993),2.0,2.473684210526316
Solaris (Solyaris) (1972),3.0,3.5284552845528454
Solas (1999),3.7142857142857135,2.9285714285714284
Soldier (1998),2.9047619047619047,2.933085501858736
"Soldier's Daughter Never Cries, A (1998)",3.6666666666666665,3.756756756756757
"Soldier's Story, A (1984)",3.724137931034482,3.7407407407407414
Solo (1996),1.8,2.145833333333333
Some Folks Call It a Sling Blade (1993),4.329411764705882,4.212669683257919
Some Kind of Wonderful (1987),3.5728155339805827,3.6062992125984246
Some Like It Hot (1959),4.462745098039216,4.2287694974003465
Some Mother's Son (1996),4.0,3.8461538461538463
Someone to Watch Over Me (1987),3.2666666666666666,3.0990990990990985
Something Wicked This Way Comes (1983),3.618181818181818,3.4430379746835444
Something for Everyone (1970),3.0,3.2
Something to Sing About (1937),,1.5
Something to Talk About (1995),2.967741935483871,2.676056338028169
Somewhere in Time (1980),3.766129032258065,3.4472049689441
Somewhere in the City (1997),,2.0
Sommersby (1993),3.4822695035460987,3.046666666666667
Son in Law (1993),3.0754716981132075,2.5359477124183005
Son of Dracula (1943),3.0,2.7142857142857144
Son of Flubber (1963),3.3157894736842106,3.0877192982456134
Son of Frankenstein (1939),3.333333333333333,3.320754716981132
"Son of the Sheik, The (1926)",3.2857142857142856,3.8571428571428568
Song of Freedom (1936),5.0,
Song of the South (1946),3.647058823529412,3.5816993464052285
Sonic Outlaws (1995),4.0,4.0
Sophie's Choice (1982),4.091603053435114,3.906103286384977
Sorority House Massacre (1986),1.4,2.235294117647059
Sorority House Massacre II (1990),1.0,1.9565217391304348
Soul Food (1997),3.1794871794871797,3.3695652173913038
Soul Man (1986),2.466666666666667,2.391891891891892
"Sound of Music, The (1965)",4.233676975945017,3.7834179357022
Sour Grapes (1998),2.333333333333333,2.875
"Source, The (1999)",3.75,3.64
South Pacific (1958),3.88785046728972,3.445086705202312
"South Park: Bigger, Longer and Uncut (1999)",3.4224806201550386,3.846686449060337
Soylent Green (1973),3.4032258064516134,3.5388888888888888
Space Cowboys (2000),3.457943925233645,3.361185983827493
Space Jam (1996),2.8495575221238933,2.5622222222222217
Spaceballs (1987),3.25748502994012,3.2896174863387984
"Spanish Prisoner, The (1997)",4.023076923076924,3.9090909090909087
Spanking the Monkey (1994),3.5434782608695654,3.4108527131782944
Spartacus (1960),3.7428571428571433,4.073033707865169
Spawn (1997),2.333333333333333,2.660287081339713
"Specialist, The (1994)",2.7142857142857144,2.647482014388489
"Specials, The (2000)",,3.875
Species (1995),2.661764705882353,2.8464730290456437
Species II (1998),2.208333333333333,2.028735632183908
Speechless (1994),2.8870967741935485,2.8974358974358974
Speed (1994),3.636363636363636,3.542236524537409
Speed 2: Cruise Control (1997),1.9066666666666667,1.8630136986301369
Spellbound (1945),4.1891891891891895,3.7575757575757582
Sphere (1998),2.565217391304348,2.6837416481069045
Spice World (1997),2.0,1.8195488721804511
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",4.0,1.0
"Spiral Staircase, The (1946)",4.066666666666666,4.035714285714286
Spirits of the Dead (Tre Passi nel Delirio) (1968),4.0,3.125
"Spitfire Grill, The (1996)",3.3684210526315788,3.5
Splash (1984),3.509915014164306,3.3962962962962964
Splendor (1999),3.1428571428571432,2.7142857142857144
Splendor in the Grass (1961),3.9166666666666665,3.633333333333333
Spring Fever USA (a.k.a. Lauderdale) (1989),1.0,1.0
Sprung (1997),3.0,2.6
Spy Hard (1996),3.125,2.4725274725274726
"Spy Who Loved Me, The (1977)",3.565217391304348,3.61244019138756
Squanto: A Warrior's Tale (1994),3.7142857142857135,3.375
St. Elmo's Fire (1985),3.25,3.03125
Stag (1997),2.0,2.5
Stage Fright (1950),3.7142857142857135,3.5263157894736836
Stalag 17 (1953),4.104477611940299,4.253822629969419
Stalingrad (1993),1.0,3.59375
Stalker (1979),4.0,3.5869565217391304
Stand and Deliver (1987),3.89,3.7092511013215863
Stand by Me (1986),4.146341463414634,4.080209895052474
Stanley & Iris (1990),3.1142857142857143,3.0
"Star Is Born, A (1937)",3.5945945945945947,3.185185185185185
Star Kid (1997),2.0,2.230769230769231
"Star Maker, The (Uomo delle stelle, L') (1995)",3.5,3.1
Star Maps (1997),2.75,2.9545454545454546
Star Trek III: The Search for Spock (1984),3.5034965034965038,3.326530612244898
Star Trek IV: The Voyage Home (1986),3.740540540540541,3.6397449521785337
Star Trek V: The Final Frontier (1989),2.989583333333333,2.7040618955512574
Star Trek VI: The Undiscovered Country (1991),3.523489932885906,3.3896713615023475
Star Trek: First Contact (1996),3.849056603773585,3.6821493624772312
Star Trek: Generations (1994),3.5502958579881656,3.341047503045067
Star Trek: Insurrection (1998),3.548387096774193,3.31185944363104
Star Trek: The Motion Picture (1979),3.254385964912281,3.1165191740412985
Star Trek: The Wrath of Khan (1982),3.7477064220183487,3.904065040650407
Star Wars: Episode I - The Phantom Menace (1999),3.3283261802575113,3.4310538116591927
Star Wars: Episode IV - A New Hope (1977),4.302936630602781,4.495307167235495
Star Wars: Episode V - The Empire Strikes Back (1980),4.106481481481482,4.344577284372331
Star Wars: Episode VI - Return of the Jedi (1983),3.8652373660030626,4.069058295964124
Stardust Memories (1980),3.0,3.3541666666666665
Stargate (1994),3.602272727272727,3.4691489361702126
Starman (1984),3.620512820512821,3.4149253731343285
"Stars Fell on Henrietta, The (1995)",3.4285714285714284,2.8
Stars and Bars (1988),2.6,2.7777777777777777
Starship Troopers (1997),2.8027210884353737,3.1811023622047245
Stay Tuned (1992),1.9230769230769231,2.4827586206896552
"Steal Big, Steal Little (1995)",3.0,2.3
Steal This Movie! (2000),2.888888888888889,3.032258064516129
Stealing Beauty (1996),3.375,3.381818181818182
Stealing Home (1988),3.4074074074074074,3.051282051282051
Steam: The Turkish Bath (Hamam) (1997),4.0,3.2
Steamboat Willie (1940),3.4642857142857144,3.354609929078014
Steel (1997),2.0,1.6
Steel Magnolias (1989),3.9017341040462434,3.3659574468085105
"Stepford Wives, The (1975)",3.3289473684210527,3.2991071428571432
Stepmom (1998),3.3661971830985915,2.92
"Sticky Fingers of Time, The (1997)",3.0,3.6666666666666665
Stiff Upper Lips (1998),3.1428571428571432,3.333333333333333
Stigmata (1999),3.0947368421052635,2.842592592592593
Still Breathing (1997),3.8181818181818175,3.0625
Still Crazy (1998),3.0,3.4166666666666665
"Sting, The (1973)",4.208661417322834,4.355974842767297
Stir of Echoes (1999),3.6442307692307687,3.6214099216710185
Stonewall (1995),3.6666666666666665,3.882352941176471
Stop Making Sense (1984),4.333333333333333,4.203296703296704
Stop! Or My Mom Will Shoot (1992),1.794871794871795,1.7785714285714285
"Story of G.I. Joe, The (1945)",4.0,3.611111111111111
"Story of Us, The (1999)",2.8811881188118815,2.7821229050279332
"Story of Xinghua, The (1993)",3.6,3.5
"Straight Story, The (1999)",4.051470588235294,4.0580204778157
Strange Days (1995),3.125,3.321904761904762
Strangeland (1998),2.0,1.818181818181818
Stranger Than Paradise (1984),4.04,3.808080808080808
Stranger in the House (1997),2.0,2.6666666666666665
"Stranger, The (1994)",4.0,4.0
Strangers on a Train (1951),4.414814814814815,4.262247838616715
Strawberry and Chocolate (Fresa y chocolate) (1993),3.6666666666666665,3.810810810810811
Street Fighter (1994),2.25,1.8247422680412366
"Streetcar Named Desire, A (1951)",4.254777070063694,4.211656441717792
Strictly Ballroom (1992),4.1743421052631575,3.768817204301076
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",3.333333333333333,3.0
Striking Distance (1993),2.9230769230769234,2.612068965517241
Stripes (1981),3.6171875,3.88562091503268
Striptease (1996),2.15,2.19327731092437
Stuart Little (1999),3.3,3.070588235294118
Stuart Saves His Family (1995),2.5416666666666665,2.409090909090909
"Stupids, The (1996)",1.6363636363636365,2.090909090909091
SubUrbia (1997),3.04,3.2105263157894735
"Substance of Fire, The (1996)",4.5,3.5
"Substitute, The (1996)",2.263157894736842,2.7049180327868854
"Suburbans, The (1999)",1.0,1.8
Sudden Death (1995),2.1,2.717391304347826
Sudden Manhattan (1996),,1.5
"Suddenly, Last Summer (1959)",3.7647058823529416,3.8676470588235294
Sugar Town (1999),2.4285714285714284,3.3846153846153846
"Sugarland Express, The (1974)",3.2142857142857144,3.507936507936508
Suicide Kings (1997),3.525,3.38728323699422
Sullivan's Travels (1942),4.065217391304348,4.104347826086957
"Sum of Us, The (1994)",4.333333333333333,3.888888888888889
Summer of Sam (1999),2.9390243902439024,3.1054313099041533
"Sunchaser, The (1996)",,2.5
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.572649572649572,4.464589235127479
Sunset Park (1996),,2.5
Sunset Strip (2000),3.0,3.25
Sunshine (1999),3.6571428571428566,3.6730769230769234
Super Mario Bros. (1993),2.163636363636364,1.8203389830508476
Supercop (1992),3.333333333333333,3.5349794238683128
Supergirl (1984),2.2439024390243905,1.9574468085106385
Superman (1978),3.6047619047619053,3.522727272727273
Superman II (1980),3.1343283582089554,3.169943820224719
Superman III (1983),2.5875,2.2900232018561484
Superman IV: The Quest for Peace (1987),2.216216216216216,1.847457627118644
Supernova (2000),1.8421052631578947,2.1901408450704225
Superstar (1999),2.6333333333333333,2.372549019607843
"Superweib, Das (1996)",,2.0
Surf Nazis Must Die (1987),,2.05
Surviving Picasso (1996),3.272727272727273,3.2916666666666665
Surviving the Game (1994),2.8181818181818183,2.884955752212389
Suspicion (1941),4.32258064516129,3.8285714285714287
Suture (1993),3.888888888888889,3.217391304347826
Swamp Thing (1982),2.5294117647058822,2.5355648535564854
"Swan Princess, The (1994)",3.0,2.8
"Sweet Hereafter, The (1997)",4.076923076923077,4.03030303030303
Sweet Nothing (1995),,3.0
Sweet and Lowdown (1999),3.6463414634146334,3.7233009708737854
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),3.4444444444444446,3.8571428571428568
Swept from the Sea (1997),3.363636363636364,2.6666666666666665
Swimming with Sharks (1995),3.738095238095238,3.7065868263473054
Swing Kids (1993),3.6140350877192975,3.15625
Swingers (1996),3.738636363636364,4.0
Swiss Family Robinson (1960),3.6301369863013697,3.571428571428572
Switchback (1997),3.117647058823529,3.211267605633803
Switchblade Sisters (1975),3.6666666666666665,2.56
"Sword in the Stone, The (1963)",3.732558139534884,3.5603864734299515
Synthetic Pleasures (1995),3.0,4.0
T-Men (1947),4.0,3.6666666666666665
Taffin (1988),,3.125
Tainted (1998),,3.0
Take the Money and Run (1969),4.045454545454546,4.052884615384615
"Taking of Pelham One Two Three, The (1974)",3.6774193548387095,3.8163265306122454
"Talented Mr. Ripley, The (1999)",3.5441527446300713,3.4846491228070176
Tales From the Crypt Presents: Demon Knight (1995),3.0,3.125984251968504
Tales from the Crypt Presents: Bordello of Blood (1996),2.727272727272727,2.5658914728682167
Tales from the Darkside: The Movie (1990),3.1666666666666665,2.8068181818181817
Tales from the Hood (1995),3.1052631578947367,2.6769230769230767
Tales of Terror (1962),3.0,3.0476190476190474
Talk of Angels (1998),2.5,
Talking About Sex (1994),,2.0
Tall Tale (1994),3.0,3.1153846153846154
"Taming of the Shrew, The (1967)",3.84,3.7191011235955056
Tampopo (1986),4.0,4.031746031746032
Tango (1998),3.391304347826087,3.44
"Tango Lesson, The (1997)",3.8333333333333335,3.1052631578947367
Tank Girl (1995),2.901408450704225,2.543554006968641
"Tao of Steve, The (2000)",3.721311475409836,3.6870748299319733
Tarantella (1995),,2.0
Tarantula (1955),3.0,2.75
Target (1995),4.0,
Tarzan (1999),3.9090909090909087,3.5612903225806454
Tarzan and the Lost City (1998),1.5,2.4722222222222223
Tarzan the Fearless (1933),3.5,3.1333333333333333
Tashunga (1995),,2.0
Taste of Cherry (1997),2.5,3.7692307692307687
Taxi Driver (1976),4.1195219123505975,4.2002022244691615
Tea with Mussolini (1999),3.684210526315789,3.507692307692308
Teaching Mrs. Tingle (1999),2.6538461538461537,2.6258503401360542
Teenage Mutant Ninja Turtles (1990),2.6633663366336635,2.6812933025404155
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2.152173913043478,2.1219512195121952
Teenage Mutant Ninja Turtles III (1993),1.9230769230769231,1.9197530864197527
Telling Lies in America (1997),2.5,3.0
Telling You (1998),,3.0
Temptress Moon (Feng Yue) (1996),2.5,2.8
Ten Benny (1997),,4.0
Tender Mercies (1983),3.905405405405405,3.9052631578947365
Tequila Sunrise (1988),3.014084507042253,3.1106382978723404
Terminal Velocity (1994),2.4285714285714284,2.5538461538461537
Terminator 2: Judgment Day (1991),3.7850877192982457,4.115367077063383
"Terminator, The (1984)",3.899728997289973,4.2058993637941
Terms of Endearment (1983),3.824175824175824,3.4942528735632186
Terror in a Texas Town (1958),,1.0
"Terrorist, The (Malli) (1998)",4.333333333333333,4.0
Tetsuo II: Body Hammer (1992),3.0,3.35
Tex (1982),3.4166666666666665,3.2758620689655173
"Texas Chainsaw Massacre 2, The (1986)",2.333333333333333,2.3564356435643563
"Texas Chainsaw Massacre, The (1974)",2.9166666666666665,3.2748815165876777
That Darn Cat! (1965),3.431372549019608,3.125
That Darn Cat! (1997),3.15625,2.4354838709677415
That Old Feeling (1997),3.0625,3.0
That Thing You Do! (1996),3.488888888888889,3.4770114942528734
That's Life! (1986),3.25,2.642857142857143
Thelma & Louise (1991),3.916267942583732,3.581581581581581
Them! (1954),3.45,3.4375
Theodore Rex (1995),3.0,1.0
"Theory of Flight, The (1998)",2.9285714285714284,3.0
There's Something About Mary (1998),3.6927536231884064,3.9756335282651074
They Made Me a Criminal (1939),3.5,3.555555555555556
They Might Be Giants (1971),3.8,3.7
"They Shoot Horses, Don't They? (1969)",3.64,3.595959595959596
"Thieves (Voleurs, Les) (1996)",3.7777777777777777,3.4814814814814814
"Thin Blue Line, The (1988)",4.396551724137931,4.213270142180095
"Thin Line Between Love and Hate, A (1996)",4.0,2.1666666666666665
"Thin Man, The (1934)",4.125,4.295918367346939
"Thin Red Line, The (1998)",3.2777777777777777,3.41726618705036
"Thing From Another World, The (1951)",3.4705882352941178,3.9576271186440684
"Thing, The (1982)",3.5,3.825885978428351
Things Change (1988),3.9565217391304346,3.6901408450704234
Things to Do in Denver when You're Dead (1995),2.8484848484848486,3.2406015037593985
Thinner (1996),2.4705882352941178,2.5428571428571427
"Third Man, The (1949)",4.466019417475729,4.448275862068964
"Third Miracle, The (1999)",3.8,3.571428571428572
"Thirteenth Floor, The (1999)",3.1323529411764706,3.20123839009288
Thirty-Two Short Films About Glenn Gould (1993),3.7954545454545454,3.8318584070796464
This Is My Father (1998),3.615384615384616,3.739130434782609
This Is Spinal Tap (1984),4.088,4.2062211981566815
"This World, Then the Fireworks (1996)",2.75,2.4545454545454546
"Thomas Crown Affair, The (1968)",3.593220338983051,3.6018099547511317
"Thomas Crown Affair, The (1999)",3.7632653061224484,3.606635071090048
Thomas and the Magic Railroad (2000),2.0,1.75
Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),,2.7777777777777777
"Thousand Acres, A (1997)",2.96875,2.2777777777777777
"Three Ages, The (1923)",4.0,3.375
Three Amigos! (1986),3.171717171717172,3.1063829787234036
"Three Caballeros, The (1945)",3.3125,3.223404255319149
Three Colors: Blue (1993),4.108433734939759,4.09375
Three Colors: Red (1994),4.2434782608695665,4.219178082191782
Three Colors: White (1994),3.985507246376812,3.954887218045113
Three Days of the Condor (1975),4.173913043478262,4.018315018315018
Three Kings (1999),3.756476683937824,3.818840579710145
"Three Musketeers, The (1993)",3.4074074074074074,3.1827411167512687
Three Seasons (1999),4.05,3.7142857142857135
Three Wishes (1995),2.363636363636364,2.772727272727273
Three to Tango (1999),2.72972972972973,2.9090909090909087
Threesome (1994),3.171875,2.929824561403509
Thumbelina (1994),2.75,2.526315789473684
Thunderball (1965),3.4,3.748587570621469
Thunderbolt and Lightfoot (1974),3.1333333333333333,3.4057142857142857
"Tic Code, The (1998)",4.0,3.4
Tie Me Up! Tie Me Down! (1990),3.5135135135135136,3.5052631578947366
"Tie That Binds, The (1995)",1.4,3.1428571428571432
Tigerland (2000),3.6,3.6818181818181817
"Tigger Movie, The (2000)",2.9459459459459465,2.641304347826087
Tigrero: A Film That Was Never Made (1994),1.0,4.333333333333333
Time Bandits (1981),3.5681818181818183,3.7206235011990407
Time Code (2000),3.1764705882352944,3.4516129032258065
Time Masters (Les Maîtres du Temps) (1982),1.0,2.7142857142857144
