id;team_fifa_api_id;team_api_id;date;buildUpPlaySpeed;buildUpPlaySpeedClass;buildUpPlayDribbling;buildUpPlayDribblingClass;buildUpPlayPassing;buildUpPlayPassingClass;buildUpPlayPositioningClass;chanceCreationPassing;chanceCreationPassingClass;chanceCreationCrossing;chanceCreationCrossingClass;chanceCreationShooting;chanceCreationShootingClass;chanceCreationPositioningClass;defencePressure;defencePressureClass;defenceAggression;defenceAggressionClass;defenceTeamWidth;defenceTeamWidthClass;defenceDefenderLineClass
1113;874;1601;22/2/2010 0:00;30;Slow;;Little;40;Mixed;Organised;50;Normal;35;Normal;70;Lots;Organised;65;Medium;60;Press;50;Normal;Cover
1114;874;1601;22/2/2011 0:00;48;Balanced;;Little;51;Mixed;Organised;68;Risky;67;Lots;51;Normal;Organised;46;Medium;48;Press;50;Normal;Cover
1115;874;1601;22/2/2012 0:00;53;Balanced;;Little;55;Mixed;Organised;44;Normal;65;Normal;50;Normal;Organised;43;Medium;44;Press;49;Normal;Cover
1116;874;1601;20/9/2013 0:00;53;Balanced;;Little;55;Mixed;Organised;44;Normal;65;Normal;50;Normal;Organised;43;Medium;44;Press;49;Normal;Cover
1117;874;1601;19/9/2014 0:00;53;Balanced;48;Normal;38;Mixed;Organised;66;Normal;65;Normal;50;Normal;Organised;43;Medium;44;Press;49;Normal;Cover
1118;874;1601;10/9/2015 0:00;47;Balanced;48;Normal;38;Mixed;Organised;61;Normal;65;Normal;50;Normal;Organised;43;Medium;44;Press;49;Normal;Cover
1119;1819;9853;22/2/2010 0:00;65;Balanced;;Little;65;Mixed;Organised;55;Normal;60;Normal;60;Normal;Organised;30;Deep;30;Contain;30;Narrow;Offside Trap
1120;1819;9853;22/2/2011 0:00;65;Balanced;;Little;35;Mixed;Organised;35;Normal;65;Normal;65;Normal;Organised;35;Medium;45;Press;65;Normal;Cover
1121;1819;9853;22/2/2012 0:00;49;Balanced;;Little;52;Mixed;Organised;48;Normal;52;Normal;52;Normal;Organised;35;Medium;44;Press;50;Normal;Cover
1122;1819;9853;20/9/2013 0:00;49;Balanced;;Little;52;Mixed;Organised;48;Normal;52;Normal;52;Normal;Organised;35;Medium;44;Press;50;Normal;Cover
1123;1819;9853;19/9/2014 0:00;58;Balanced;55;Normal;52;Mixed;Organised;48;Normal;52;Normal;52;Normal;Organised;35;Medium;44;Press;50;Normal;Cover
1124;1819;9853;10/9/2015 0:00;58;Balanced;55;Normal;52;Mixed;Organised;48;Normal;64;Normal;52;Normal;Organised;48;Medium;51;Press;49;Normal;Cover
1125;1837;9882;22/2/2010 0:00;60;Balanced;;Little;30;Short;Organised;30;Safe;30;Little;65;Normal;Free Form;50;Medium;30;Contain;55;Normal;Offside Trap
1126;1837;9882;22/2/2011 0:00;50;Balanced;;Little;65;Mixed;Organised;65;Normal;65;Normal;50;Normal;Organised;35;Medium;45;Press;55;Normal;Cover
1127;1837;9882;22/2/2012 0:00;35;Balanced;;Little;35;Mixed;Organised;35;Normal;65;Normal;35;Normal;Organised;45;Medium;45;Press;50;Normal;Cover
1128;1837;9882;20/9/2013 0:00;36;Balanced;;Little;38;Mixed;Organised;49;Normal;62;Normal;33;Little;Organised;50;Medium;51;Press;53;Normal;Cover
1129;1837;9882;19/9/2014 0:00;36;Balanced;56;Normal;38;Mixed;Organised;49;Normal;52;Normal;62;Normal;Organised;54;Medium;57;Press;64;Normal;Offside Trap
1130;1837;9882;10/9/2015 0:00;36;Balanced;56;Normal;38;Mixed;Organised;49;Normal;52;Normal;29;Little;Organised;50;Medium;51;Press;53;Normal;Cover
1131;111974;7943;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;30;Safe;30;Little;60;Normal;Organised;30;Deep;30;Contain;30;Narrow;Cover
1132;111974;7943;22/2/2011 0:00;50;Balanced;;Little;50;Mixed;Organised;50;Normal;61;Normal;60;Normal;Organised;45;Medium;30;Contain;30;Narrow;Cover
1133;111974;7943;22/2/2012 0:00;50;Balanced;;Little;50;Mixed;Organised;50;Normal;50;Normal;50;Normal;Organised;35;Medium;45;Press;50;Normal;Cover
1134;111974;7943;20/9/2013 0:00;57;Balanced;;Little;60;Mixed;Organised;56;Normal;63;Normal;64;Normal;Organised;38;Medium;47;Press;53;Normal;Offside Trap
1135;111974;7943;19/9/2014 0:00;57;Balanced;71;Lots;60;Mixed;Organised;66;Normal;57;Normal;63;Normal;Organised;54;Medium;47;Press;36;Normal;Offside Trap
1136;111974;7943;10/9/2015 0:00;57;Balanced;65;Normal;60;Mixed;Organised;56;Normal;57;Normal;56;Normal;Organised;38;Medium;47;Press;53;Normal;Cover
1137;58;7794;22/2/2010 0:00;40;Balanced;;Little;45;Mixed;Organised;50;Normal;35;Normal;55;Normal;Organised;70;High;70;Double;70;Wide;Offside Trap
1138;58;7794;22/2/2012 0:00;50;Balanced;;Little;50;Mixed;Organised;50;Normal;51;Normal;49;Normal;Organised;44;Medium;45;Press;50;Normal;Cover
1139;58;7794;20/9/2013 0:00;50;Balanced;;Little;50;Mixed;Organised;50;Normal;51;Normal;49;Normal;Organised;44;Medium;45;Press;50;Normal;Cover
1140;58;7794;19/9/2014 0:00;67;Fast;61;Normal;43;Mixed;Organised;56;Normal;51;Normal;49;Normal;Organised;39;Medium;47;Press;48;Normal;Cover
1141;58;7794;10/9/2015 0:00;61;Balanced;61;Normal;52;Mixed;Organised;56;Normal;51;Normal;49;Normal;Organised;44;Medium;55;Press;48;Normal;Cover
1142;1913;10228;22/2/2010 0:00;35;Balanced;;Little;30;Short;Organised;45;Normal;45;Normal;60;Normal;Organised;30;Deep;30;Contain;30;Narrow;Cover
1143;1913;10228;22/2/2011 0:00;49;Balanced;;Little;48;Mixed;Free Form;52;Normal;67;Lots;52;Normal;Organised;58;Medium;60;Press;65;Normal;Cover
1144;1913;10228;22/2/2012 0:00;67;Fast;;Little;53;Mixed;Organised;48;Normal;75;Lots;39;Normal;Organised;45;Medium;44;Press;48;Normal;Cover
1145;1913;10228;20/9/2013 0:00;47;Balanced;;Little;37;Mixed;Organised;48;Normal;52;Normal;42;Normal;Organised;46;Medium;44;Press;48;Normal;Cover
1146;1913;10228;19/9/2014 0:00;53;Balanced;48;Normal;46;Mixed;Organised;65;Normal;43;Normal;46;Normal;Organised;46;Medium;44;Press;48;Normal;Cover
1147;1913;10228;10/9/2015 0:00;54;Balanced;40;Normal;56;Mixed;Organised;65;Normal;43;Normal;44;Normal;Organised;46;Medium;44;Press;48;Normal;Cover
1148;34;10189;22/2/2010 0:00;65;Balanced;;Little;55;Mixed;Organised;55;Normal;70;Lots;70;Lots;Organised;70;High;45;Press;70;Wide;Cover
1149;34;10189;22/2/2011 0:00;63;Balanced;;Little;57;Mixed;Organised;55;Normal;70;Lots;62;Normal;Organised;37;Medium;67;Double;38;Normal;Cover
1150;34;10189;22/2/2012 0:00;50;Balanced;;Little;36;Mixed;Organised;59;Normal;52;Normal;56;Normal;Organised;43;Medium;44;Press;53;Normal;Cover
1151;34;10189;20/9/2013 0:00;60;Balanced;;Little;47;Mixed;Organised;62;Normal;54;Normal;52;Normal;Organised;45;Medium;58;Press;42;Normal;Cover
1152;34;10189;19/9/2014 0:00;39;Balanced;54;Normal;45;Mixed;Organised;42;Normal;56;Normal;41;Normal;Organised;51;Medium;51;Press;40;Normal;Cover
1153;34;10189;10/9/2015 0:00;58;Balanced;43;Normal;42;Mixed;Organised;64;Normal;61;Normal;37;Normal;Organised;55;Medium;59;Press;56;Normal;Cover
1154;324;9777;22/2/2010 0:00;30;Slow;;Little;55;Mixed;Organised;45;Normal;70;Lots;60;Normal;Organised;55;Medium;60;Press;55;Normal;Cover
1155;324;9777;22/2/2012 0:00;48;Balanced;;Little;51;Mixed;Organised;53;Normal;66;Normal;45;Normal;Organised;49;Medium;45;Press;49;Normal;Cover
1156;324;9777;20/9/2013 0:00;48;Balanced;;Little;51;Mixed;Organised;53;Normal;66;Normal;45;Normal;Organised;49;Medium;45;Press;49;Normal;Cover
1157;481;8302;22/2/2010 0:00;30;Slow;;Little;30;Short;Free Form;70;Risky;60;Normal;70;Lots;Free Form;60;Medium;70;Double;65;Normal;Offside Trap
1158;481;8302;22/2/2011 0:00;68;Fast;;Little;58;Mixed;Free Form;68;Risky;67;Lots;71;Lots;Free Form;57;Medium;58;Press;68;Wide;Cover
1159;481;8302;22/2/2012 0:00;61;Balanced;;Little;65;Mixed;Organised;53;Normal;57;Normal;38;Normal;Organised;38;Medium;49;Press;55;Normal;Cover
1160;481;8302;20/9/2013 0:00;65;Balanced;;Little;65;Mixed;Organised;53;Normal;57;Normal;38;Normal;Organised;38;Medium;49;Press;55;Normal;Cover
1161;481;8302;19/9/2014 0:00;65;Balanced;53;Normal;65;Mixed;Organised;53;Normal;57;Normal;38;Normal;Organised;38;Medium;49;Press;55;Normal;Cover
1162;481;8302;10/9/2015 0:00;53;Balanced;53;Normal;53;Mixed;Organised;53;Normal;52;Normal;60;Normal;Organised;42;Medium;48;Press;59;Normal;Cover
1163;110770;10179;22/2/2010 0:00;35;Balanced;;Little;60;Mixed;Organised;50;Normal;60;Normal;60;Normal;Organised;35;Medium;40;Press;45;Normal;Offside Trap
1164;110770;10179;22/2/2011 0:00;47;Balanced;;Little;56;Mixed;Organised;67;Risky;56;Normal;54;Normal;Organised;41;Medium;43;Press;39;Normal;Cover
1165;110770;10179;22/2/2012 0:00;61;Balanced;;Little;37;Mixed;Organised;62;Normal;50;Normal;53;Normal;Organised;45;Medium;43;Press;54;Normal;Cover
1166;110770;10179;20/9/2013 0:00;61;Balanced;;Little;37;Mixed;Organised;62;Normal;50;Normal;53;Normal;Organised;45;Medium;43;Press;54;Normal;Cover
1167;110770;10179;19/9/2014 0:00;61;Balanced;57;Normal;37;Mixed;Organised;62;Normal;50;Normal;53;Normal;Organised;45;Medium;47;Press;54;Normal;Cover
1168;110770;10179;10/9/2015 0:00;61;Balanced;57;Normal;37;Mixed;Organised;62;Normal;50;Normal;53;Normal;Organised;45;Medium;47;Press;54;Normal;Cover
1169;111092;8025;22/2/2010 0:00;30;Slow;;Little;45;Mixed;Organised;45;Normal;35;Normal;70;Lots;Organised;60;Medium;70;Double;50;Normal;Cover
1170;111092;8025;22/2/2011 0:00;47;Balanced;;Little;55;Mixed;Organised;45;Normal;48;Normal;54;Normal;Organised;48;Medium;47;Press;51;Normal;Cover
1171;111092;8025;22/2/2012 0:00;65;Balanced;;Little;63;Mixed;Organised;67;Risky;31;Little;67;Lots;Organised;24;Deep;24;Contain;39;Normal;Cover
1172;111092;8025;20/9/2013 0:00;65;Balanced;;Little;50;Mixed;Organised;67;Risky;31;Little;67;Lots;Organised;30;Deep;30;Contain;40;Normal;Cover
1173;111092;8025;19/9/2014 0:00;47;Balanced;53;Normal;34;Mixed;Organised;38;Normal;36;Normal;68;Lots;Organised;37;Medium;37;Press;39;Normal;Cover
1174;111092;8025;10/9/2015 0:00;50;Balanced;55;Normal;35;Mixed;Organised;51;Normal;51;Normal;55;Normal;Organised;45;Medium;55;Press;39;Normal;Cover
1175;226;9874;22/2/2010 0:00;66;Balanced;;Little;70;Long;Organised;35;Normal;40;Normal;50;Normal;Organised;65;Medium;30;Contain;65;Normal;Cover
1176;226;9874;22/2/2011 0:00;50;Balanced;;Little;50;Mixed;Organised;35;Normal;65;Normal;35;Normal;Organised;45;Medium;55;Press;65;Normal;Cover
1177;226;9874;22/2/2012 0:00;63;Balanced;;Little;39;Mixed;Organised;63;Normal;72;Lots;49;Normal;Organised;54;Medium;43;Press;49;Normal;Cover
1178;226;9874;20/9/2013 0:00;63;Balanced;;Little;39;Mixed;Organised;63;Normal;64;Normal;49;Normal;Organised;54;Medium;43;Press;49;Normal;Cover
1179;226;9874;19/9/2014 0:00;63;Balanced;62;Normal;39;Mixed;Organised;63;Normal;64;Normal;49;Normal;Organised;54;Medium;43;Press;49;Normal;Cover
1180;226;9874;10/9/2015 0:00;63;Balanced;62;Normal;39;Mixed;Organised;63;Normal;64;Normal;49;Normal;Organised;54;Medium;43;Press;49;Normal;Cover
1181;17;8466;22/2/2010 0:00;70;Fast;;Little;55;Mixed;Organised;70;Risky;70;Lots;65;Normal;Organised;70;High;70;Double;70;Wide;Cover
1182;17;8466;22/2/2011 0:00;52;Balanced;;Little;37;Mixed;Organised;48;Normal;49;Normal;47;Normal;Organised;43;Medium;43;Press;48;Normal;Cover
1183;17;8466;22/2/2012 0:00;47;Balanced;;Little;52;Mixed;Organised;54;Normal;56;Normal;60;Normal;Organised;48;Medium;52;Press;44;Normal;Cover
1184;17;8466;20/9/2013 0:00;47;Balanced;;Little;38;Mixed;Organised;52;Normal;56;Normal;58;Normal;Free Form;57;Medium;63;Press;44;Normal;Cover
1185;17;8466;19/9/2014 0:00;47;Balanced;41;Normal;40;Mixed;Organised;42;Normal;56;Normal;51;Normal;Free Form;62;Medium;64;Press;44;Normal;Cover
1186;17;8466;10/9/2015 0:00;52;Balanced;31;Little;46;Mixed;Organised;42;Normal;54;Normal;30;Little;Organised;50;Medium;65;Press;44;Normal;Cover
1187;100646;8614;22/2/2010 0:00;35;Balanced;;Little;40;Mixed;Organised;30;Safe;45;Normal;65;Normal;Organised;30;Deep;30;Contain;30;Narrow;Cover
1188;670;9986;22/2/2010 0:00;40;Balanced;;Little;50;Mixed;Organised;45;Normal;43;Normal;60;Normal;Organised;70;High;70;Double;70;Wide;Cover
1189;670;9986;22/2/2011 0:00;47;Balanced;;Little;36;Mixed;Organised;34;Normal;33;Little;53;Normal;Organised;49;Medium;58;Press;48;Normal;Cover
1190;670;9986;20/9/2013 0:00;60;Balanced;;Little;53;Mixed;Organised;48;Normal;50;Normal;48;Normal;Organised;42;Medium;48;Press;49;Normal;Cover
1191;670;9986;19/9/2014 0:00;60;Balanced;47;Normal;53;Mixed;Organised;48;Normal;50;Normal;48;Normal;Organised;42;Medium;48;Press;49;Normal;Cover
1192;670;9986;10/9/2015 0:00;60;Balanced;47;Normal;53;Mixed;Organised;48;Normal;50;Normal;48;Normal;Organised;39;Medium;48;Press;49;Normal;Cover
1193;237;9768;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;55;Normal;60;Normal;55;Normal;Free Form;30;Deep;30;Contain;30;Narrow;Offside Trap
1194;237;9768;22/2/2011 0:00;50;Balanced;;Little;35;Mixed;Organised;65;Normal;65;Normal;35;Normal;Organised;55;Medium;45;Press;50;Normal;Cover
1195;237;9768;22/2/2012 0:00;53;Balanced;;Little;56;Mixed;Organised;67;Risky;68;Lots;69;Lots;Organised;52;Medium;49;Press;54;Normal;Cover
1196;237;9768;20/9/2013 0:00;53;Balanced;;Little;56;Mixed;Organised;67;Risky;68;Lots;60;Normal;Free Form;52;Medium;49;Press;54;Normal;Cover
1197;237;9768;19/9/2014 0:00;55;Balanced;65;Normal;56;Mixed;Organised;42;Normal;50;Normal;55;Normal;Organised;60;Medium;60;Press;54;Normal;Cover
1198;237;9768;10/9/2015 0:00;57;Balanced;65;Normal;56;Mixed;Organised;42;Normal;50;Normal;55;Normal;Organised;60;Medium;60;Press;54;Normal;Cover
1199;459;9869;22/2/2010 0:00;70;Fast;;Little;55;Mixed;Organised;65;Normal;50;Normal;70;Lots;Organised;70;High;70;Double;55;Normal;Cover
1200;459;9869;22/2/2011 0:00;68;Fast;;Little;53;Mixed;Organised;67;Risky;51;Normal;65;Normal;Organised;58;Medium;51;Press;55;Normal;Cover
1201;459;9869;22/2/2012 0:00;51;Balanced;;Little;43;Mixed;Organised;68;Risky;61;Normal;44;Normal;Organised;36;Medium;60;Press;39;Normal;Cover
1202;459;9869;20/9/2013 0:00;55;Balanced;;Little;43;Mixed;Organised;68;Risky;61;Normal;44;Normal;Organised;36;Medium;60;Press;39;Normal;Cover
1203;459;9869;19/9/2014 0:00;55;Balanced;48;Normal;43;Mixed;Organised;68;Risky;61;Normal;44;Normal;Organised;36;Medium;60;Press;39;Normal;Cover
1204;459;9869;10/9/2015 0:00;55;Balanced;48;Normal;50;Mixed;Organised;62;Normal;59;Normal;38;Normal;Organised;45;Medium;54;Press;41;Normal;Cover
1205;48;9875;22/2/2010 0:00;70;Fast;;Little;30;Short;Free Form;30;Safe;35;Normal;70;Lots;Free Form;50;Medium;70;Double;45;Normal;Cover
1206;48;9875;22/2/2011 0:00;50;Balanced;;Little;35;Mixed;Free Form;65;Normal;65;Normal;50;Normal;Organised;50;Medium;70;Double;45;Normal;Cover
1207;48;9875;22/2/2012 0:00;60;Balanced;;Little;50;Mixed;Organised;65;Normal;65;Normal;50;Normal;Organised;45;Medium;55;Press;50;Normal;Cover
1208;48;9875;20/9/2013 0:00;68;Fast;;Little;52;Mixed;Organised;68;Risky;69;Lots;53;Normal;Organised;44;Medium;57;Press;53;Normal;Offside Trap
1209;48;9875;19/9/2014 0:00;72;Fast;74;Lots;34;Mixed;Organised;76;Risky;66;Normal;73;Lots;Organised;61;Medium;59;Press;39;Normal;Cover
1210;48;9875;10/9/2015 0:00;53;Balanced;70;Lots;37;Mixed;Organised;68;Risky;54;Normal;67;Lots;Organised;47;Medium;57;Press;53;Normal;Offside Trap
1211;898;10190;22/2/2010 0:00;35;Balanced;;Little;60;Mixed;Organised;35;Normal;55;Normal;55;Normal;Organised;50;Medium;55;Press;50;Normal;Cover
1212;898;10190;22/2/2011 0:00;47;Balanced;;Little;55;Mixed;Organised;47;Normal;54;Normal;56;Normal;Organised;49;Medium;55;Press;48;Normal;Cover
1213;898;10190;20/9/2013 0:00;52;Balanced;;Little;48;Mixed;Organised;39;Normal;39;Normal;37;Normal;Organised;40;Medium;41;Press;52;Normal;Cover
1214;898;10190;19/9/2014 0:00;52;Balanced;46;Normal;48;Mixed;Organised;39;Normal;39;Normal;37;Normal;Organised;40;Medium;41;Press;52;Normal;Cover
1215;898;10190;10/9/2015 0:00;52;Balanced;46;Normal;48;Mixed;Organised;39;Normal;39;Normal;37;Normal;Organised;40;Medium;36;Press;52;Normal;Cover
1216;100805;9800;22/2/2010 0:00;70;Fast;;Little;70;Long;Organised;70;Risky;70;Lots;70;Lots;Organised;60;Medium;70;Double;70;Wide;Cover
1217;100805;9800;22/2/2011 0:00;48;Balanced;;Little;48;Mixed;Organised;52;Normal;48;Normal;48;Normal;Organised;43;Medium;44;Press;51;Normal;Cover
1218;100805;9800;22/2/2012 0:00;60;Balanced;;Little;75;Long;Organised;62;Normal;45;Normal;60;Normal;Organised;50;Medium;48;Press;40;Normal;Cover
1219;100805;9800;20/9/2013 0:00;42;Balanced;;Little;43;Mixed;Organised;47;Normal;46;Normal;60;Normal;Organised;53;Medium;49;Press;42;Normal;Cover
1220;100805;9800;19/9/2014 0:00;58;Balanced;50;Normal;70;Long;Organised;62;Normal;56;Normal;61;Normal;Organised;50;Medium;49;Press;41;Normal;Cover
1221;100805;9800;10/9/2015 0:00;38;Balanced;53;Normal;33;Short;Organised;53;Normal;58;Normal;53;Normal;Organised;60;Medium;58;Press;48;Normal;Cover
1222;110329;8152;22/2/2010 0:00;60;Balanced;;Little;60;Mixed;Organised;50;Normal;70;Lots;70;Lots;Organised;60;Medium;70;Double;55;Normal;Cover
1223;110329;8152;22/2/2011 0:00;60;Balanced;;Little;42;Mixed;Organised;63;Normal;55;Normal;56;Normal;Organised;49;Medium;60;Press;55;Normal;Cover
1224;110329;8152;22/2/2012 0:00;53;Balanced;;Little;64;Mixed;Organised;60;Normal;34;Normal;53;Normal;Organised;49;Medium;44;Press;59;Normal;Cover
1225;110329;8152;20/9/2013 0:00;53;Balanced;;Little;56;Mixed;Organised;62;Normal;46;Normal;53;Normal;Organised;49;Medium;44;Press;57;Normal;Cover
1226;110329;8152;19/9/2014 0:00;53;Balanced;52;Normal;56;Mixed;Organised;68;Risky;53;Normal;34;Normal;Organised;46;Medium;44;Press;54;Normal;Cover
1227;110329;8152;10/9/2015 0:00;52;Balanced;52;Normal;56;Mixed;Organised;62;Normal;53;Normal;38;Normal;Organised;39;Medium;44;Press;57;Normal;Cover
1228;100804;8467;22/2/2010 0:00;70;Fast;;Little;50;Mixed;Organised;50;Normal;50;Normal;50;Normal;Organised;30;Deep;70;Double;30;Narrow;Cover
1229;100804;8467;22/2/2011 0:00;67;Fast;;Little;48;Mixed;Organised;47;Normal;47;Normal;54;Normal;Organised;33;Deep;47;Press;37;Normal;Cover
1230;100804;8467;22/2/2012 0:00;57;Balanced;;Little;57;Mixed;Organised;46;Normal;48;Normal;38;Normal;Organised;42;Medium;38;Press;52;Normal;Cover
1231;100804;8467;20/9/2013 0:00;60;Balanced;;Little;58;Mixed;Organised;48;Normal;49;Normal;38;Normal;Organised;44;Medium;42;Press;56;Normal;Cover
1232;100804;8467;19/9/2014 0:00;56;Balanced;48;Normal;57;Mixed;Organised;47;Normal;49;Normal;40;Normal;Organised;40;Medium;40;Press;52;Normal;Cover
1233;100804;8467;10/9/2015 0:00;62;Balanced;52;Normal;48;Mixed;Organised;47;Normal;49;Normal;40;Normal;Organised;37;Medium;48;Press;55;Normal;Cover
1234;680;9997;22/2/2010 0:00;50;Balanced;;Little;50;Mixed;Organised;50;Normal;50;Normal;50;Normal;Organised;50;Medium;50;Press;50;Normal;Cover
1235;680;9997;22/2/2011 0:00;53;Balanced;;Little;53;Mixed;Organised;48;Normal;52;Normal;53;Normal;Organised;46;Medium;46;Press;46;Normal;Cover
1236;680;9997;22/2/2012 0:00;52;Balanced;;Little;55;Mixed;Organised;52;Normal;55;Normal;47;Normal;Organised;32;Deep;40;Press;41;Normal;Cover
1237;232;9985;22/2/2010 0:00;53;Balanced;;Little;40;Mixed;Organised;55;Normal;55;Normal;65;Normal;Organised;70;High;70;Double;65;Normal;Cover
1238;232;9985;22/2/2011 0:00;68;Fast;;Little;66;Mixed;Organised;53;Normal;66;Normal;63;Normal;Free Form;59;Medium;47;Press;66;Normal;Cover
1239;232;9985;22/2/2012 0:00;75;Fast;;Little;70;Long;Organised;55;Normal;58;Normal;60;Normal;Organised;45;Medium;60;Press;52;Normal;Cover
1240;232;9985;20/9/2013 0:00;54;Balanced;;Little;62;Mixed;Organised;55;Normal;58;Normal;60;Normal;Organised;45;Medium;60;Press;52;Normal;Cover
1241;232;9985;19/9/2014 0:00;54;Balanced;45;Normal;62;Mixed;Organised;55;Normal;58;Normal;60;Normal;Organised;45;Medium;54;Press;52;Normal;Cover
1242;232;9985;10/9/2015 0:00;54;Balanced;45;Normal;62;Mixed;Organised;55;Normal;58;Normal;60;Normal;Organised;45;Medium;54;Press;52;Normal;Cover
1243;1806;10194;22/2/2010 0:00;65;Balanced;;Little;70;Long;Organised;70;Risky;70;Lots;55;Normal;Organised;35;Medium;70;Double;35;Normal;Cover
1244;1806;10194;22/2/2011 0:00;50;Balanced;;Little;80;Long;Organised;30;Safe;70;Lots;35;Normal;Organised;25;Deep;65;Press;50;Normal;Cover
1245;1806;10194;22/2/2012 0:00;75;Fast;;Little;75;Long;Organised;40;Normal;72;Lots;55;Normal;Organised;50;Medium;58;Press;45;Normal;Cover
1246;1806;10194;20/9/2013 0:00;75;Fast;;Little;73;Long;Organised;59;Normal;61;Normal;38;Normal;Organised;32;Deep;37;Press;41;Normal;Cover
1247;1806;10194;19/9/2014 0:00;48;Balanced;24;Little;55;Mixed;Organised;51;Normal;57;Normal;37;Normal;Organised;38;Medium;40;Press;41;Normal;Cover
1248;1806;10194;10/9/2015 0:00;48;Balanced;41;Normal;49;Mixed;Organised;51;Normal;59;Normal;49;Normal;Organised;44;Medium;37;Press;51;Normal;Cover
1249;106;8472;22/2/2010 0:00;60;Balanced;;Little;70;Long;Organised;70;Risky;70;Lots;55;Normal;Organised;35;Medium;70;Double;35;Normal;Cover
1250;106;8472;22/2/2011 0:00;55;Balanced;;Little;55;Mixed;Organised;55;Normal;65;Normal;55;Normal;Organised;45;Medium;55;Press;65;Normal;Cover
1251;106;8472;22/2/2012 0:00;67;Fast;;Little;62;Mixed;Organised;44;Normal;72;Lots;59;Normal;Organised;47;Medium;53;Press;60;Normal;Cover
1252;106;8472;20/9/2013 0:00;57;Balanced;;Little;66;Mixed;Organised;56;Normal;31;Little;72;Lots;Organised;47;Medium;52;Press;49;Normal;Cover
1253;106;8472;19/9/2014 0:00;60;Balanced;33;Little;61;Mixed;Organised;56;Normal;44;Normal;58;Normal;Organised;41;Medium;38;Press;53;Normal;Cover
1254;106;8472;10/9/2015 0:00;43;Balanced;43;Normal;51;Mixed;Organised;59;Normal;50;Normal;55;Normal;Organised;47;Medium;45;Press;49;Normal;Cover
1255;1960;10003;22/2/2010 0:00;65;Balanced;;Little;70;Long;Organised;70;Risky;70;Lots;70;Lots;Organised;70;High;70;Double;70;Wide;Cover
1256;1960;10003;22/2/2011 0:00;66;Balanced;;Little;34;Mixed;Organised;52;Normal;51;Normal;64;Normal;Organised;44;Medium;47;Press;64;Normal;Cover
1257;1960;10003;22/2/2012 0:00;26;Slow;;Little;24;Short;Organised;62;Normal;39;Normal;57;Normal;Free Form;48;Medium;58;Press;60;Normal;Cover
1258;1960;10003;20/9/2013 0:00;41;Balanced;;Little;39;Mixed;Organised;36;Normal;42;Normal;44;Normal;Free Form;52;Medium;58;Press;57;Normal;Cover
1259;1960;10003;19/9/2014 0:00;63;Balanced;34;Normal;34;Mixed;Organised;34;Normal;51;Normal;36;Normal;Free Form;51;Medium;58;Press;54;Normal;Cover
1260;1960;10003;10/9/2015 0:00;45;Balanced;44;Normal;42;Mixed;Organised;34;Normal;36;Normal;55;Normal;Free Form;31;Deep;47;Press;42;Normal;Cover
1261;260;9867;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;45;Normal;30;Little;65;Normal;Organised;50;Medium;30;Contain;45;Normal;Cover
1262;260;9867;22/2/2011 0:00;56;Balanced;;Little;51;Mixed;Organised;68;Risky;52;Normal;60;Normal;Organised;57;Medium;50;Press;67;Wide;Cover
1263;260;9867;19/9/2014 0:00;56;Balanced;50;Normal;57;Mixed;Organised;56;Normal;51;Normal;54;Normal;Organised;52;Medium;50;Press;65;Normal;Cover
1264;260;9867;10/9/2015 0:00;56;Balanced;50;Normal;57;Mixed;Organised;56;Normal;51;Normal;54;Normal;Organised;52;Medium;50;Press;69;Wide;Cover
1265;1715;10191;22/2/2011 0:00;51;Balanced;;Little;39;Mixed;Organised;54;Normal;46;Normal;31;Little;Organised;37;Medium;34;Press;46;Normal;Cover
1266;1715;10191;22/2/2012 0:00;58;Balanced;;Little;35;Mixed;Organised;67;Risky;32;Little;66;Normal;Organised;47;Medium;45;Press;53;Normal;Cover
1267;1715;10191;20/9/2013 0:00;58;Balanced;;Little;35;Mixed;Organised;67;Risky;32;Little;66;Normal;Organised;47;Medium;45;Press;53;Normal;Cover
1268;1715;10191;19/9/2014 0:00;58;Balanced;59;Normal;35;Mixed;Organised;64;Normal;36;Normal;66;Normal;Organised;47;Medium;45;Press;53;Normal;Cover
1269;1715;10191;10/9/2015 0:00;58;Balanced;59;Normal;35;Mixed;Organised;64;Normal;36;Normal;66;Normal;Organised;47;Medium;45;Press;53;Normal;Cover
1270;54;9804;22/2/2010 0:00;45;Balanced;;Little;35;Mixed;Organised;40;Normal;30;Little;70;Lots;Free Form;45;Medium;35;Press;55;Normal;Cover
1271;54;9804;22/2/2011 0:00;45;Balanced;;Little;35;Mixed;Organised;40;Normal;47;Normal;35;Normal;Organised;45;Medium;45;Press;55;Normal;Cover
1272;54;9804;22/2/2012 0:00;50;Balanced;;Little;50;Mixed;Organised;50;Normal;65;Normal;50;Normal;Organised;35;Medium;45;Press;50;Normal;Cover
1273;54;9804;20/9/2013 0:00;71;Fast;;Little;36;Mixed;Organised;37;Normal;72;Lots;53;Normal;Free Form;39;Medium;46;Press;52;Normal;Cover
